Supplier Id,Invoice Id,Invoice Date,Invoice Amount,Terms,Payment Date,Payment Amount
supplier_4,52F793C8-0B94-4074-97B1-E887003B55A8,2020-06-04,1220.56,60,,
supplier_4,252E800E-8A2E-4552-8E44-A02BEE5F5C5C,2020-04-22,4713.14,60,,
supplier_4,78C1D92E-BA26-48C4-B98A-39A4136537EB,2020-06-08,1323.71,30,,
supplier_4,914900E5-85AD-4270-BFB7-5FEEEF5C2898,2020-05-04,2128.28,120,,
supplier_5,F7022A2C-997C-4262-8B62-32C419ED59EC,2020-03-21,611.86,90,,
supplier_5,FB631EC8-DE27-43EE-B584-8EA5314C4BC0,2020-05-07,7599.75,60,,
supplier_5,8D1F7902-10A5-4E83-80E6-54D8444A558A,2020-03-25,535.32,30,,
supplier_5,DB2A4544-1251-42E9-B750-5B12E214CFCD,2020-05-11,783.90,120,,
supplier_6,7DF2B7B0-F3C5-4436-AA2A-F928E311AC8B,2020-03-29,8460.47,90,,
supplier_6,B8252BAB-DE1A-4077-9878-7A3B1659C4D0,2020-05-15,1501.5,60,,
supplier_6,7DF9FFC2-E12A-4F1F-87F5-A33795BDE7BB,2020-04-02,2515.62,30,,
supplier_7,2D841EC3-E536-4099-8261-F5769AD44FEC,2020-05-27,2089.19,120,,
supplier_7,95FC43A9-D733-4A70-8DB1-98E3EEFD3FE2,2020-04-14,2210.77,90,,
supplier_7,56C6CA06-F2FE-4EE6-97CE-6874EE1D4A81,2020-05-31,293.34,60,,
supplier_7,A5A6F549-7440-4D21-B5FB-B3438F9FC2D3,2020-04-18,590.91,30,,
supplier_7,3A9D9C34-6CBD-4591-82C9-8ECADF31500F,2020-06-04,7493.49,120,,
supplier_7,DCA8DCD0-0656-4BF8-9D48-B12E2400C4B2,2020-04-22,509.6,120,,
supplier_7,65F3A674-B762-48F6-AEF1-912E1DA653E3,2020-06-08,1315.64,90,,
supplier_8,3F4FC8E6-D809-4448-8BD4-5E1156EFC450,2020-05-04,1122.21,60,,
supplier_8,F4D894EE-9FC3-41F0-A5EC-710A838A1FB2,2020-03-22,2832.78,30,,
supplier_8,C2F4ADCB-0659-4648-92AA-1ABECB295F78,2020-05-07,69.36,120,,
supplier_8,E8DF1E97-2BFF-4FA3-8CDD-BAA546D75CA7,2020-03-25,1984.93,90,,
supplier_8,15CF838F-8310-4AF9-8BAC-2C9C17A6F88F,2020-05-11,3263.50,60,,
supplier_9,C9275F0A-99F8-4119-BDE0-85D781AFBC7C,2020-03-29,356.8,30,,
supplier_9,FBAD0F1B-AD85-449E-96AF-7D1267C6CE57,2020-05-15,1403.65,120,,
supplier_10,23D259C3-15D7-4334-80F3-CF9B0D0EEC85,2020-04-10,78.23,90,,
supplier_10,8A66C8E2-DC11-4B5D-8048-D05E55B2AB12,2020-05-27,1566.80,60,,
supplier_10,DD3265AB-7DE6-4F06-85CD-557F37314DB7,2020-04-14,2310.37,30,,
supplier_10,2E5EC3F9-6D51-4D40-B365-1FAF58B5EBD1,2020-05-31,203.95,120,,
supplier_10,F47D3D15-2E53-4BA7-8516-23D62AAF1690,2020-04-18,5560.52,90,,
supplier_10,BA732A9A-F846-4F5B-8DDC-84AAFAF8970C,2020-06-04,25.9,60,,
supplier_10,66A3968F-7207-4BF7-A28C-7664F0AF20A1,2020-04-22,929.99,30,,
supplier_10,1ABE1450-91DD-45DD-818E-E22364B40E37,2020-06-16,9189.56,30,,
supplier_11,79AA8E7B-3CDC-46E1-BF22-8F57A2B55122,2020-05-04,1866.13,120,,
supplier_11,8D880248-688F-4F8E-9DEB-323743CCF7D1,2020-03-22,2758.71,90,,
supplier_11,DF60FF06-FE31-4FEA-8833-F68D06AEC0B6,2020-05-08,50.28,60,,
supplier_11,8AC27A46-7E62-4384-8C82-80C852A5167D,2020-03-25,2296.86,30,,
supplier_11,839C212C-B9A7-4543-82AF-71D704A30357,2020-05-11,3045.43,120,,
supplier_11,D8FD3476-8E7A-48A9-AEE7-39670D328406,2020-03-29,920.0,90,,
supplier_1,FEFB8346-A53E-413C-B659-87E9FEB004A4,2020-05-23,1644.58,60,,
supplier_2,EB3EE584-8C00-4271-8BF7-C422BA26068A,2020-04-10,922.15,30,,
supplier_2,ACD54A26-9FD4-43E3-BBA8-A4FE250E773F,2020-05-27,1827.72,120,,
supplier_2,36FAD375-8FE5-42B3-97AE-7D04A128968C,2020-04-14,5922.56,30,,
supplier_11,F7623280-77EB-4704-AACF-ED21F337AF4A,2020-05-31,232.13,30,,
supplier_11,2486BDC7-4285-440F-A7BA-DD4585B487B9,2020-04-18,1669.70,120,,
supplier_11,57643E4E-816A-4F95-9A7D-D4DFD2270993,2020-06-04,2387.28,90,2020-09-02,2387.28
supplier_7,DC020C28-22F0-49C1-904D-77E092C792CF,2020-04-13,558.37,60,,
supplier_7,886612BC-2D79-4F54-B93F-3CF5FC0134A4,2020-05-30,3389.94,30,,
supplier_7,088C0098-876A-4EC7-82F7-954EA21DCFCE,2020-04-17,440.51,120,2020-08-15,440.51
supplier_3,53A00330-365A-4A9C-9115-6683D397B99A,2020-05-25,1693.60,120,,
supplier_4,D8101CE9-6B92-4B4D-A127-0A895D081B63,2020-04-20,263.17,90,,
supplier_4,15784DC5-9E79-42BA-B809-24438AE8B696,2020-06-06,5859.75,60,,
supplier_4,C4C81975-B155-4B9E-86AC-A08A20B67CCE,2020-04-24,100.32,30,,
supplier_4,08766E8D-05E2-4259-BAD3-550CFCF24B37,2020-06-10,435.90,120,,
supplier_4,CA0CB29A-4FBF-4867-A0B6-096792AAA618,2020-04-28,6720.47,90,,
supplier_4,E55B1574-DDFD-45E3-8DF1-4ADC84D00325,2020-06-14,631.4,90,,
supplier_4,7F7195E6-D29C-4B17-93B4-CF71DFE08DCB,2020-05-02,1161.94,60,,
supplier_5,A7EDDE26-8E57-40B0-8AF9-3C5E7236DF08,2020-03-28,349.51,30,,
supplier_5,31CC5F95-3751-4CFA-B8BA-7BD7AA059E33,2020-05-14,2446.8,120,,
supplier_5,B55D6D5A-20E8-4800-994E-77F281DE150C,2020-03-31,3145.66,90,,
supplier_5,78091301-17A4-4E1C-8BAF-A9BFBB300B55,2020-05-17,302.23,60,,
supplier_5,60AEB244-A69F-44F4-B959-F02E7AA8D728,2020-04-04,2877.81,30,,
supplier_6,16BD099B-A18D-4F9B-BB73-8F55E2108DEE,2020-05-21,99.38,120,,
supplier_6,67684634-2FED-4E79-8F61-B54030284BA1,2020-04-08,1210.95,90,,
supplier_6,9E4A30D9-66F8-409C-AAFE-EBA76B0912EF,2020-06-02,1876.53,60,,
supplier_7,6AC790FF-4316-4FD8-AE49-31110153CA21,2020-04-20,3926.10,30,,
supplier_7,1F9365EF-9C8D-4B51-B5ED-5DF7976FDFD4,2020-06-06,2117.67,120,,
supplier_7,1E37A857-F86F-49C8-870E-399A2A90E034,2020-04-24,48.25,90,,
supplier_7,7975FDEC-FD6F-4E09-9482-F811BC706C11,2020-06-10,4787.82,60,,
supplier_7,FD29367E-F40A-44EE-9F9C-D5B624C14DA3,2020-04-28,4665.40,30,,
supplier_7,CCF77A39-B06B-41EC-BA92-F4E597DA0809,2020-06-14,1291.97,120,,
supplier_7,B9A27C98-7B0E-465A-8554-0927611EBA49,2020-05-10,8416.54,120,,
supplier_8,A2639DED-7D6B-4143-B043-8E63ED17194A,2020-03-28,1479.12,90,,
supplier_8,EE5FFDEB-CAFA-443D-8428-8968D5889F20,2020-05-14,2500.69,60,,
supplier_8,44EE4C73-C19A-4653-988F-2D49C45BDD3D,2020-04-01,409.26,30,,
supplier_8,E1923335-5662-4510-ABE7-DD20202E997C,2020-05-17,3820.84,120,,
supplier_8,7C9119B8-33CF-425C-9CF4-003BB81F81A7,2020-04-04,2091.41,90,,
supplier_8,4C9F9901-D431-497E-942E-7C88BB68A2AA,2020-05-21,581.99,60,,
supplier_9,ABE45BEF-1AB8-48F1-916A-633902F06C26,2020-04-08,7450.56,30,,
supplier_10,352F666E-C7C1-4DFD-A9C9-2650B30269BE,2020-06-02,996.13,120,,
supplier_10,F91E590F-45F9-4694-A947-962B080C833F,2020-04-20,2178.71,90,,
supplier_10,DA024AEC-B717-4DE7-98E0-3DFA991CB81B,2020-06-06,1079.28,60,,
supplier_10,F0C537CE-19C9-4F15-B913-18B36F4BAE2E,2020-04-24,1427.17,30,,
supplier_10,7151E894-9804-4B0A-A14B-F0E1A0CD9CD7,2020-06-10,2465.75,120,,
supplier_10,C68C4D68-C213-45BD-9061-A10FEB98287C,2020-04-28,485.32,90,,
supplier_10,76346CC2-5964-4C6A-A909-D3DD90A87303,2020-06-14,1296.89,60,,
supplier_11,4F0164C1-FF07-4A69-B464-34F69D9AA8CC,2020-05-10,342.47,30,,
supplier_11,E7850942-E473-40C6-9048-CF9332C02DAF,2020-03-28,1392.4,30,,
supplier_11,5AA23BF0-9340-453E-8196-EC4E83A50E24,2020-05-14,22.62,120,,
supplier_11,E655D110-64E9-4DCD-9C9F-0E59D16165FB,2020-04-01,1887.19,90,,
supplier_11,F375A9F7-8142-4339-8655-6315FB8C75FB,2020-05-17,1607.76,60,,
supplier_11,E77BCF6F-DAA5-4DAA-82A5-5B9056EE9BBE,2020-04-04,194.34,30,,
supplier_11,FF93919A-E4C0-43F6-9644-057D443EED2A,2020-05-21,5517.91,120,,
supplier_1,2C978AB1-ADC4-43B1-ACDC-51DD5901978D,2020-04-08,1376.74,120,,
supplier_8,6973C820-BCE8-4F65-A2D6-56096C45220B,2020-05-25,2755.57,90,2020-08-23,2755.57
supplier_10,5FD63801-F699-4A95-A7CE-938B6EB92B03,2020-06-15,4.69,120,,
supplier_6,ACEDB17C-D3AC-4E62-A55A-65174FF20BD4,2020-05-03,1138.26,90,,
supplier_6,A705BFC5-2499-4938-9CEF-3D2B0933F78E,2020-03-21,1819.84,60,,
supplier_6,41CB7AB3-A09F-412A-8EFE-ED4F39FDC623,2020-05-07,3641.41,30,2020-06-06,3641.41
supplier_2,DE45436B-1AD2-4D5B-B1EA-023438C03C3E,2020-03-24,3031.50,120,,
supplier_3,DEB8563C-F083-4A9B-BF07-F95CD753C29C,2020-05-10,909.7,90,,
supplier_3,F1659B0D-3876-412E-9917-0255BC6AD51A,2020-03-28,1635.65,90,,
supplier_3,79335AB4-4A9B-4B15-860F-B2366A0A624B,2020-05-14,3396.48,120,,
supplier_1,46FF3A5F-6622-400C-9663-F3685090A321,2020-03-23,2703.31,30,,
supplier_10,0EF9A51D-204A-4325-9025-A42513AF2FB5,2020-05-09,2262.14,90,,
supplier_8,C7B2E9E6-253F-49B3-9189-BFE944F336E7,2020-03-27,332.71,60,,
supplier_8,563B73E2-B132-448B-8988-A59BC04DB91A,2020-05-12,1552.29,30,,
supplier_8,2D2FDA48-719F-4137-A48A-24A20857AEC1,2020-03-30,2549.18,120,,
supplier_8,27DBFD2F-D5F5-4B8F-9D55-77E564880191,2020-05-16,548.76,90,2020-08-14,548.76
supplier_4,DE2D9CA3-1AD9-4A46-B117-AE48EE1FE322,2020-03-26,1528.84,90,,
supplier_5,FDF23FF8-00EA-4E43-9646-2DCE79E837E1,2020-05-20,2186.42,60,,
supplier_5,01FDA348-99B3-46AD-9883-1816F4547685,2020-04-07,1682.99,30,,
supplier_5,E0D94786-8955-42C0-9E53-9270804DB067,2020-05-23,254.57,120,,
supplier_5,037F45C3-449E-485F-9739-66239C42B0B5,2020-04-10,3047.14,90,,
supplier_5,B714FAB9-50E0-45B7-B34E-2E4751AC35F1,2020-05-27,3795.71,60,,
supplier_5,CF338DE1-652D-47F5-978F-2E34D5FC24CF,2020-04-14,711.29,30,,
supplier_6,6CFCE405-E8C7-4071-833B-58F4418E4390,2020-05-31,6677.86,120,,
supplier_7,CB66FF3A-4592-41EF-8244-45EC96536E52,2020-04-26,610.43,90,,
supplier_7,0B3894DE-8248-4DB6-AB66-2326BDEA7DA6,2020-06-12,1921.1,60,,
supplier_7,61A36341-CBD3-4BD5-8C82-130491734681,2020-04-30,76.58,30,,
supplier_7,119A25D1-5261-48FE-9DA7-ECD448E41F9A,2020-06-16,416.16,120,2020-10-14,416.16
supplier_2,F18543A0-F8CC-451A-A7BC-6EC16739DBA0,2020-04-25,3766.24,120,,
supplier_3,E7A9BA8B-B90A-416E-A152-65D04B366A42,2020-06-11,692.82,90,,
supplier_3,2AAF8A12-308F-4243-B9C7-CF95CB05DAFB,2020-04-29,1654.39,60,,
supplier_4,CDEA290B-24F2-4622-A1E7-92A78C1845AB,2020-03-25,232.97,30,2020-04-24,232.97
supplier_10,189E40E9-7FF8-4BBC-BA8F-F37F1B74A5BB,2020-05-02,2204.5,30,,
supplier_10,141438EA-831D-4AE7-831B-B13E1BFB49D5,2020-06-18,289.63,120,,
supplier_10,0375CCA2-AF53-4630-B851-545A6E6FF8F7,2020-05-06,586.20,90,2020-08-04,586.20
supplier_6,02005539-0311-4333-BDDF-EF501B9116C5,2020-06-14,1676.29,90,,
supplier_6,2168608E-615E-4005-8056-4AD44F9DE31E,2020-05-02,2926.86,60,,
supplier_6,AF423AA6-8991-4B78-BA3E-6F9878EA2DFD,2020-06-18,1867.44,30,,
supplier_7,516F4C8E-BFE8-487A-8582-7C2C3C9271CC,2020-05-13,402.1,120,,
supplier_7,DC50B8C6-389E-4B14-A9F7-01262CA9D87B,2020-03-31,6556.58,90,,
supplier_7,D7642F89-4324-48B2-B275-3E46F19BE2BF,2020-05-17,549.48,60,,
supplier_8,E8917049-39A2-4CD5-BB55-2CC894CE8C96,2020-04-04,574.5,30,,
supplier_8,71ADE5C2-FACA-496C-A1B2-25CB96F791E2,2020-05-21,7417.63,120,,
supplier_8,8F85ABDF-0238-451D-BF35-8E0662E62FB1,2020-04-08,980.20,90,,
supplier_8,FCE225A1-4645-4824-AA98-A8636A621DA4,2020-05-25,2167.77,60,,
supplier_9,A2A0CB89-ABF3-4E59-85E6-32B07D5FA590,2020-04-20,261.35,30,,
supplier_9,91EB1B3D-1EE5-4377-89CB-66B54422F2EE,2020-06-06,2794.92,120,,
supplier_9,E3F94961-0F6D-401D-BB67-1144B3B1790E,2020-04-24,44.49,90,,
supplier_9,580EDE8E-A4B8-4805-99DD-48129CC32B30,2020-06-10,476.7,60,,
supplier_9,0B037F8E-1ADE-4ACF-9A8C-BA53563AE18B,2020-04-28,1290.64,30,,
supplier_9,DD843B0B-FCFF-4C67-A0F5-CF8A06805BD6,2020-06-14,993.22,30,,
supplier_9,6B5D144E-3E47-4B02-A91B-339917DEC3FA,2020-05-02,1384.79,120,,
supplier_10,AE5E692B-61CD-46FA-BC0B-6544BD7C60E6,2020-03-28,15.36,90,,
supplier_10,86B93D4D-36B9-4A35-8733-C1090B21350F,2020-05-13,4622.94,60,,
supplier_10,640ED186-6D4B-4D2F-9632-B5A567CB5386,2020-03-31,4582.51,30,,
supplier_10,9BAB46DB-44F2-4C1D-B320-389A9CA81576,2020-05-17,235.8,120,,
supplier_10,F37DDF9A-16EB-4837-9898-5CABCA9FE2A2,2020-04-04,2742.66,90,,
supplier_11,6C08599B-F282-46D6-8BA8-A3573B60D9A8,2020-05-21,9.23,60,,
supplier_11,EDF9ED03-1EC7-4ECE-A138-2F193A992554,2020-04-08,1142.80,30,,
supplier_11,08A38664-5F9C-46BF-B267-E7AB4A5D1E1B,2020-06-02,1822.38,120,,
supplier_1,9F09F8BF-7883-4E8D-A8F3-06BA82A21BBD,2020-04-20,3656.95,90,,
supplier_1,2DC44549-C909-4D05-9A1A-CD7B82ACC29E,2020-06-06,2049.53,60,,
supplier_1,4DE33E17-D0AB-4AB3-9FCD-1290D6E522AF,2020-04-24,548.10,30,,
supplier_1,1C965FA3-F89D-4F22-AF48-CDE4C82C789C,2020-06-10,4517.67,120,,
supplier_1,EF2DEE84-342B-4BA2-8757-489C7B5BD5B1,2020-04-28,4530.25,90,,
supplier_1,960E3CC5-01D7-4E8F-B81F-E011A5BA7899,2020-06-14,1201.82,60,,
supplier_1,B9BCBFDD-1B49-41D7-8EF4-A4D0E7900A34,2020-05-10,8146.71,60,,
supplier_2,08EEEC1D-7A6D-41B4-8E42-F1051BC02EEE,2020-03-28,1344.29,30,,
supplier_2,EDDF8101-4AA3-4157-A824-3B782B73AEB8,2020-05-14,2410.86,120,,
supplier_2,0B5057DC-D426-48AD-B1A3-C8B22DD854E8,2020-03-31,443.44,90,,
supplier_2,F9ADD93B-B103-48EA-A59D-87704C7CD403,2020-05-17,710.1,60,,
supplier_2,8DB9A74D-33EA-46E2-ACB7-E5FF3EE5A3D9,2020-04-04,2698.58,30,,
supplier_2,0E277ADA-DBB6-464C-A0EA-AA6A31C388D6,2020-05-21,659.16,120,,
supplier_3,7C86C95F-E795-4DCE-A624-C5BE4DDC237A,2020-04-08,1436.73,90,,
supplier_4,DA9344BF-8DF5-4A3E-946B-2772C028ED60,2020-06-02,1723.30,60,,
supplier_4,5BA81BC7-D72C-4CA1-AA7A-24C6374D39F7,2020-04-12,112.14,90,,
supplier_1,B8ABAA49-7E38-4007-A573-BAC841BB4CBF,2020-05-29,1219.71,60,,
supplier_1,7AB2BDC8-D277-4C49-B915-277E5AC91431,2020-04-24,1884.28,60,,
supplier_2,1759ED51-E515-4246-8CBF-ADC64E8ABBCE,2020-06-10,1321.86,30,,
supplier_2,97C343BE-EBA5-4B2B-B7AA-CD80B5479EB9,2020-04-28,2127.43,120,,
supplier_2,DF09B511-F6DD-4D45-BBA4-B6FAB4B365B7,2020-06-13,56.0,90,,
supplier_2,70AD34DD-DE97-4472-AE5F-869BE2910F3C,2020-05-01,4827.58,60,,
supplier_2,1D492A2B-0599-47AD-8E17-B04930E0862D,2020-06-17,4685.15,30,,
supplier_2,BCE6F91F-34B1-442D-9F8A-5993361ADEC6,2020-05-05,782.72,120,,
supplier_3,F2D33C8A-47C9-4DCC-9B2E-A4024D878730,2020-03-31,8456.30,90,,
supplier_4,D38ED027-0B2B-4E87-AFBD-6CC228E17159,2020-05-17,1499.87,60,,
supplier_4,20ECD76F-2970-4DAB-9541-0A8D5954AC80,2020-04-04,2514.45,30,2020-05-04,2514.45
supplier_10,053BF513-91E6-4C8E-890E-34277DFCD2B2,2020-05-12,45.53,30,,
supplier_10,14F746C4-ECDB-4BA5-AF73-30CCB8EC8910,2020-03-30,4769.11,120,,
supplier_10,BD46AC62-35FF-4272-9CBA-41A9F023F5CA,2020-05-16,4656.68,90,2020-08-14,4656.68
supplier_6,3199B190-F095-4B51-9EA6-219AF981CF4B,2020-03-26,1587.77,90,,
supplier_6,D30D30F0-132C-44D5-A15E-DBAF437B9E90,2020-05-20,2326.66,60,,
supplier_7,97440D32-612A-458B-AF62-6A1FE331B62D,2020-04-06,1924.24,30,,
supplier_7,FF5AEB46-406B-49EC-A475-69753F7953C0,2020-05-23,2797.81,120,,
supplier_7,A5668FDC-5C96-4521-9803-7FD4D357C0A8,2020-04-10,42.39,90,,
supplier_7,07D95137-47CC-4FDC-ADDE-A7C10E2A2176,2020-05-27,942.96,60,,
supplier_8,F458CC31-F827-46CA-83D8-F382167F9608,2020-04-14,9254.53,30,,
supplier_8,A9D7DF40-F22B-4028-99A6-B3C5FA94C982,2020-05-31,949.11,120,,
supplier_8,FA8A48E8-5155-496D-970F-6F29AE174200,2020-04-26,1668.68,90,,
supplier_9,0224FA5E-E0B1-4EB6-AAE6-65DD62391C8E,2020-06-12,2883.25,60,,
supplier_9,3BDE8557-2D4D-412B-8625-24A7F7D13B94,2020-04-30,3713.83,30,,
supplier_9,C54C6916-A83D-4289-9F42-C8A5E289AED3,2020-06-16,656.40,120,2020-10-14,656.40
supplier_5,AE5D2031-C920-4790-82CA-862EF6B90A95,2020-04-25,930.49,120,,
supplier_5,3D63F2C5-F8A3-4A6E-8A4A-0A17D5E1CEB6,2020-06-11,9196.6,90,,
supplier_5,CD9C65A0-DC2A-4EF7-9035-8572F85EA6A4,2020-04-29,1869.64,60,,
supplier_5,4C17F692-3629-423D-8D21-D0CD72C67455,2020-03-25,2760.21,30,2020-04-24,2760.21
supplier_1,86995517-1685-4386-AA31-7879A8249A8A,2020-05-02,3734.30,30,,
supplier_1,1B691A3D-E6A4-4952-8D5A-ACF94BBCB862,2020-06-18,4138.87,120,,
supplier_2,3512C7FA-4C6E-47A3-97A5-357BBF37454A,2020-05-06,17.45,90,2020-08-04,17.45
